"is_loaded","burst_date_mother","position_mother_L","nature_mother_V","8","9","10","11","12","1","2","3","6"
"0","1","0","0",0.0554288825445217,0.0605322455628811,0.0343589742071198,0.032837148336797,0.118971823935102,0.488859164112898,0.115495942045201,0.0932931036250374,0.000222715630442738
"1","1","0","0",0.00576298872665865,0.00702807115748985,0.00438384493089487,0.00449355753060252,0.0193413662382245,0.231089652044138,0.217040662659377,0.508609700246493,0.00225015646612137
"0","2","0","0",0.0991134420434944,0.0982698020201829,0.0516870762486999,0.0468949397802154,0.15205721469293,0.428446447546576,0.0713754815851082,0.0520367910489171,0.000118805033875513
"1","2","0","0",0.0107504023013233,0.0129652337409016,0.00800767918505611,0.00814552432793981,0.0343545830870611,0.33783056600453,0.230179107460666,0.356565447645699,0.00120145624682355
"0","3","0","0",0.0380394944720968,0.0431746036760742,0.0253040238697315,0.0247468955234059,0.0945843672692395,0.492476852534715,0.148908227911908,0.132435067927451,0.000330466815377184
"1","3","0","0",0.00389081714685247,0.00476479995079082,0.00298322575335396,0.00306680182348159,0.01330426250146,0.173205560932703,0.190962943799451,0.604486064662157,0.00333552342975052
"0","4","0","0",0.0347738138786176,0.0397552430894093,0.0234432548568832,0.0230303650686196,0.0889770702927322,0.489122168448463,0.157035867356361,0.143499499843044,0.000362717165870663
"1","4","0","0",0.00354598483347007,0.00434585463981428,0.00272280247005191,0.00280059086826047,0.0121671327831639,0.161077047741758,0.183551076496182,0.626129545749291,0.00365996441800776
"0","5","0","0",0.0767691805617526,0.0799701734549887,0.0437019501878225,0.0406789820931919,0.13909709030648,0.462613879553382,0.0893062687595024,0.0677052926474069,0.000157182435472469
"1","5","0","0",0.00814667604636445,0.00988230870013486,0.0061350836825839,0.00626555158779035,0.0267049124185721,0.289142963843252,0.229413212749611,0.422720286003802,0.00158900496789027
"0","10","0","0",0.00397912626592426,0.00487198473856625,0.00304979538243346,0.00313480432885401,0.013594197885913,0.176231424042906,0.192700919342953,0.599176296935374,0.00326145107707598
"1","10","0","0",0.000394461222913476,0.000486856191038058,0.00030696467075935,0.00031730367556463,0.00139729420915034,0.021914696435391,0.0363785880996394,0.906739680161214,0.0320641553343297
"0","12","0","0",0.0207561030726411,0.0244805327645644,0.0148272647948643,0.0148593971285382,0.0603062891707951,0.442285868273173,0.200326225676172,0.221541970837816,0.000616348281436641
"1","12","0","0",0.00208931057516074,0.00256894331921149,0.00161422061582191,0.00166413380461638,0.00727482988304839,0.10374948804204,0.138013003048721,0.736821175959254,0.00620489475212704
"0","1","1","0",0.0776814129374606,0.0807573636601414,0.0440619958839997,0.0409696729231838,0.139768181754605,0.461280945919087,0.0884232612973617,0.0669019821973894,0.000155183426771122
"1","1","1","0",0.00825076866525086,0.0100062538014256,0.00621074911093062,0.0063418131431941,0.0270184796391623,0.291352933781324,0.229633632394487,0.419616544510163,0.00156882495406241
"0","2","1","0",0.136371633998018,0.124513215593824,0.0616337574590261,0.0537937509515223,0.161786537412252,0.372483268854222,0.0524953925168883,0.0368396650489771,8.27781652695814e-05
"1","2","1","0",0.0153579032665073,0.0183327413963844,0.0112208397066488,0.0113351129836514,0.0469502880931386,0.398271795828333,0.218926994555698,0.278766926908865,0.000837397260773698
"0","3","1","0",0.0537078100885772,0.0588767368508329,0.0335238539200403,0.0321100859697067,0.116922919235249,0.490277551361141,0.118198427854627,0.0961523450763668,0.00023026964345918
"1","3","1","0",0.00557494553967123,0.00680160368716677,0.00424417262989935,0.00435165783219075,0.0187452639443587,0.22582442587702,0.215265104812254,0.516866508975093,0.00232631670234618
"0","4","1","0",0.0491657577829548,0.0544427156557339,0.031257280693181,0.0301166877693558,0.11115716024573,0.493163514022019,0.125891011813566,0.104553127821792,0.00025274419566812
"1","4","1","0",0.00508161504862363,0.00620655762805931,0.00387667683736586,0.00397789967361816,0.0171705836789115,0.211462707463877,0.209836336610793,0.539834777844074,0.00255284521467813
