"is_loaded","burst_date_mother","position_mother_L","position_ancestor_L","nature_ancestor_V","probas"
"0","04-08","0","0","0",2.24011795292662
"1","04-08","0","0","0",1.32102962270228
"0","04-09","0","0","0",2.97631572918726
"1","04-09","0","0","0",1.75517598956536
"0","04-10","0","0","0",3.56355451173751
"1","04-10","0","0","0",2.10147910558432
"0","04-11","0","0","0",2.54187295937187
"1","04-11","0","0","0",1.49897886943374
"0","04-12","0","0","0",0.963152363316175
"1","04-12","0","0","0",0.567984735560065
"0","05-01","0","0","0",4.65589607676095
"1","05-01","0","0","0",2.74564856265229
"0","05-02","0","0","0",5.8282653323307
"1","05-02","0","0","0",3.43701149438082
"0","04-08","1","0","0",1.34356924004562
"1","04-08","1","0","0",0.792322013192666
"0","04-09","1","0","0",1.78512308120899
"1","04-09","1","0","0",1.05271263388866
"0","04-10","1","0","0",2.13733487602343
"1","04-10","1","0","0",1.26041697097821
"0","04-11","1","0","0",1.52455468510217
"1","04-11","1","0","0",0.899051720833869
"0","04-12","1","0","0",0.577675781374911
"1","04-12","1","0","0",0.340663677337594
"0","05-01","1","0","0",2.79249525473089
"1","05-01","1","0","0",1.64677442450545
"0","05-02","1","0","0",3.49565433066295
"1","05-02","1","0","0",2.06143739685682
"0","04-08","0","1","0",1.74808950236029
"1","04-08","0","1","0",1.03087340232949
"0","04-09","0","1","0",2.32258585986721
"1","04-09","0","1","0",1.3696621279007
"0","04-10","0","1","0",2.7808411717421
"1","04-10","0","1","0",1.63990184494619
"0","04-11","0","1","0",1.98356583447148
"1","04-11","0","1","0",1.16973716606915
"0","04-12","0","1","0",0.751601732974308
"1","04-12","0","1","0",0.443230300634958
"0","05-01","0","1","0",3.63325647438926
"1","05-01","0","1","0",2.14258335069925
"0","05-02","0","1","0",4.54812186613078
"1","05-02","0","1","0",2.68209256792451
"0","04-08","1","1","0",1.04846232813298
"1","04-08","1","1","0",0.618293242970335
"0","04-09","1","1","0",1.39303152077577
"1","04-09","1","1","0",0.821490628160278
"0","04-10","1","1","0",1.66788211081645
"1","04-10","1","1","0",0.983573955418376
"0","04-11","1","1","0",1.18969540747598
"1","04-11","1","1","0",0.701580411520463
"0","04-12","1","1","0",0.450792766456766
"1","04-12","1","1","0",0.265838947190834
"0","05-01","1","1","0",2.17914044830026
"1","05-01","1","1","0",1.28507031536999
"0","05-02","1","1","0",2.72785485752158
"1","05-02","1","1","0",1.60865505698501
"0","04-08","0","0","1",2.71669413335355
"1","04-08","0","0","1",1.60207341818447
"0","04-09","0","0","1",3.60951505697602
