"is_loaded","burst_date_mother","position_mother_L","position_ancestor_L","nature_ancestor_V","1","2","3","10","11","12"
"1","1","1","0","1",0.0625494297672803,0.161931003897225,0.497145512361213,0.00337292236967823,0.203423239046004,0.071577892558599
"0","2","1","0","1",0.394329041526669,0.34419495332447,0.223445602383458,0.000611798843216937,0.029579462702206,0.00783914121998008
"1","2","1","0","1",0.0577292797681409,0.152247417546523,0.494190207095636,0.0034987680350268,0.21487503815298,0.0774592894016938
"0","8","1","0","1",0.179595601720732,0.307500395636158,0.407696608996105,0.00157606161609647,0.0806723054129198,0.0229590266179877
"1","8","1","0","1",0.0201841564698097,0.0618515098743515,0.362513714808613,0.00416539400762778,0.351468537380412,0.199816687459186
"0","9","1","0","1",0.398334274301221,0.343409522052392,0.220833529777987,0.00060239645668303,0.029110273115257,0.00771000429646029
"1","9","1","0","1",0.0586466877622359,0.154120547851051,0.494875061431483,0.00347452753497446,0.212611734958737,0.0762714404615185
"0","10","1","0","1",0.561780827319638,0.285813317182006,0.132723242289132,0.000322576413230968,0.01536340921067,0.00399662758532293
"1","10","1","0","1",0.107648929992743,0.235899213236102,0.480608025858858,0.00242915422837264,0.132516932396192,0.0408977442877313
"0","11","1","0","1",0.802570046913757,0.143768097648307,0.0473699740820416,0.000104502166755727,0.00492354737303979,0.00126383181609946
"1","11","1","0","1",0.276689696242744,0.347300766270035,0.312965715256395,0.000988234244208241,0.048786568235847,0.0132690197507707
"0","12","1","0","1",0.173232040915777,0.302928584369678,0.414436598253447,0.00163134091844974,0.0838090322180775,0.0239624033245709
"1","12","1","0","1",0.0193358519779516,0.0594610529064831,0.354964490895937,0.00414400276832877,0.355182186913834,0.206912414537465
"0","1","0","1","1",0.441422167321778,0.332758498295871,0.194276440174301,0.000510800360315922,0.024564836343802,0.00646725750393251
"1","1","0","1","1",0.0692176738696407,0.174702312036545,0.49895758351967,0.00320603103136163,0.189218323357075,0.0646980761857081
"0","2","0","1","1",0.420501878622831,0.338414687353808,0.206827353871522,0.000553208211275136,0.0266636509768438,0.00703922096372123
"1","2","0","1","1",0.0639186963903364,0.164611675712289,0.497715383735219,0.00333792238105723,0.200359491696077,0.0700568300850212
"0","8","0","1","1",0.196131235937711,0.31806750187497,0.390373799111898,0.0014449413418578,0.0733341667891136,0.0206483549444492
"1","8","0","1","1",0.0224440720921564,0.0681364935212233,0.380880271175162,0.00420161549649861,0.341296461024602,0.183041086690358
"0","9","0","1","1",0.424586592522635,0.337379598216953,0.204327257374172,0.000544638503031658,0.0262387439259432,0.00692316945726468
"1","9","0","1","1",0.0649276863233118,0.16656754596957,0.498066153352734,0.00331236457648743,0.198152238078567,0.0689740116993302
"0","10","0","1","1",0.588272924949757,0.272807477746864,0.121223879048129,0.000290591530087925,0.0138177400197519,0.00358738670540981
"1","10","0","1","1",0.118517277797078,0.249883321866192,0.470922668060407,0.00225990559421219,0.121567073102356,0.0368497535797548
"0","11","0","1","1",0.819190546968674,0.132395185450654,0.0427653201968908,9.38833402754913e-05,0.00442096287395077,0.0011341011695557
"1","11","0","1","1",0.298907856426497,0.350163163927951,0.293995010241953,0.000898188021649982,0.0441140988949604,0.0119216824869898
"0","12","0","1","1",0.189316975812432,0.313934939615804,0.39747196587475,0.00149691757415216,0.0762262249605449,0.0215529761623172
"1","12","0","1","1",0.0215028717539291,0.0655335663636107,0.373524847914163,0.00418989243642393,0.345566514289192,0.189682307242681
"0","1","1","1","1",0.465967364282607,0.325058618660451,0.180320492004023,0.000465372279045195,0.0223272051037657,0.00586094767010747
"1","1","1","1","1",0.0758779299370305,0.186769023164717,0.49869117627163,0.00304885370523378,0.176656480459193,0.0589565364621959
"0","2","1","1","1",0.444810148189153,0.331761769559798,0.192301914747368,0.000504265337203269,0.0242422686885867,0.00637963347789128
"1","2","1","1","1",0.0701074792882486,0.176353470202481,0.499030376429996,0.00318446618805668,0.187451996722182,0.0638722111690352
"0","8","1","1","1",0.212219042221728,0.326667549640089,0.37390023573739,0.00133237101848149,0.067143170292603,0.0187376310897078
"1","8","1","1","1",0.0247232284481455,0.0743543642213474,0.397114989382717,0.00421334738509477,0.330902528156461,0.168691542406234
"0","9","1","1","1",0.448948057332734,0.33051505057846,0.189911635719449,0.000496402585675626,0.0238544662931455,0.00627438749053533
"1","9","1","1","1",0.0712067309671776,0.178376445022031,0.499071355239279,0.00315806395117735,0.185308884243648,0.0628785205766867
"0","10","1","1","1",0.612036630754281,0.260474177925671,0.111435449416241,0.00026406111549826,0.0125394972796457,0.00325018350866368
"1","10","1","1","1",0.129262453558005,0.26247053344658,0.460503678526721,0.0021097984653663,0.112162455855626,0.0334910801477025
"0","11","1","1","1",0.833400818597903,0.122549428721671,0.0389307932627546,8.51197343653132e-05,0.0040065782382509,0.00102726144505527
"1","11","1","1","1",0.32006936022174,0.351217075080417,0.276870311981467,0.000822221999677186,0.0402114506273865,0.0108095800893123
"0","12","1","1","1",0.20498836963897,0.322997038303156,0.381250810998266,0.00138130264963376,0.0698222645530063,0.0195602138569677
"1","12","1","1","1",0.0236887669477004,0.0715470526465593,0.390010378062204,0.00421069979473709,0.335619502376102,0.174923600172697
"0","3","0","0","0",0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667
"1","3","0","0","0",0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667
"0","4","0","0","0",0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667
"1","4","0","0","0",0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667
"0","5","0","0","0",0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667
"1","5","0","0","0",0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667
"0","6","0","0","0",0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667
"1","6","0","0","0",0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667
"0","7","0","0","0",0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667
"1","7","0","0","0",0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667
"0","3","1","0","0",0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667
"1","3","1","0","0",0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667
"0","4","1","0","0",0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667
"1","4","1","0","0",0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667
"0","5","1","0","0",0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667
"1","5","1","0","0",0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667
"0","6","1","0","0",0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667
"1","6","1","0","0",0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667
"0","7","1","0","0",0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667
"1","7","1","0","0",0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667
"0","3","0","1","0",0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667
"1","3","0","1","0",0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667
"0","4","0","1","0",0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667
"1","4","0","1","0",0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667
"0","5","0","1","0",0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667
"1","5","0","1","0",0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667
"0","6","0","1","0",0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667
"1","6","0","1","0",0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667
"0","7","0","1","0",0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667
"1","7","0","1","0",0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667
"0","3","1","1","0",0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667
"1","3","1","1","0",0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667
"0","4","1","1","0",0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667
"1","4","1","1","0",0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667
"0","5","1","1","0",0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667
"1","5","1","1","0",0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667
"0","6","1","1","0",0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667
"1","6","1","1","0",0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667
"0","7","1","1","0",0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667
"1","7","1","1","0",0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667
"0","3","0","0","1",0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667
"1","3","0","0","1",0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667
"0","4","0","0","1",0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667
"1","4","0","0","1",0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667
"0","5","0","0","1",0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667
"1","5","0","0","1",0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667
"0","6","0","0","1",0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667
"1","6","0","0","1",0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667
"0","7","0","0","1",0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667
"1","7","0","0","1",0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667
"0","3","1","0","1",0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667
"1","3","1","0","1",0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667
"0","4","1","0","1",0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667
"1","4","1","0","1",0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667
"0","5","1","0","1",0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667
"1","5","1","0","1",0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667
"0","6","1","0","1",0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667
"1","6","1","0","1",0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667
"0","7","1","0","1",0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667
"1","7","1","0","1",0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667
"0","3","0","1","1",0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667
"1","3","0","1","1",0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667
"0","4","0","1","1",0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667
"1","4","0","1","1",0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667
"0","5","0","1","1",0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667
"1","5","0","1","1",0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667
"0","6","0","1","1",0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667
"1","6","0","1","1",0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667
"0","7","0","1","1",0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667
"1","7","0","1","1",0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667
"0","3","1","1","1",0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667
"1","3","1","1","1",0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667
"0","4","1","1","1",0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667
"1","4","1","1","1",0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667
"0","5","1","1","1",0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667
"1","5","1","1","1",0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667
"0","6","1","1","1",0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667
"1","6","1","1","1",0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667
"0","7","1","1","1",0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667
"1","7","1","1","1",0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667
