"Position_Ancestor_A","Cycle","10","11","12","1","2","3","4","5"
"0","4",0,3,2,0,0,0,0,0
"1","4",0,0,4,0,1,0,0,0
"0","5",0,0,0,1,4,8,0,0
"1","5",0,0,3,0,4,6,0,0
