"Position_A","Nature_F","probability","number"
"0","0",4.91136938198241,56
"1","0",4.21496695392442,51
"0","1",9.73279524881082,44
"1","1",8.35274383831657,39
"0","2",15.5314748886034,7
"1","2",13.3292058303191,13
