"Burst_Month","Position_A","probability","number"
"8-9","0",0.4320987654321,81
"11-12-1","0",0.628571428571433,35
"2-3","0",0.588538312942692,1553
"8-9","1",0.733333333332782,15
"11-12-1","1",0.878048780477424,41
"2-3","1",0.681818181818071,220
