"Burst_Month","Position_A","1","2","3","4","5","6","7"
"8-9-10","0",0.00435780401457009,0.0837253888556387,0.335644238091622,0.19358753034957,0.0434711501906702,0.170083732686935,0.169130155810995
"11","0",0.0216991431263323,0.306929994606562,0.459783703526703,0.102591600506771,0.0170138315989213,0.0533647088225819,0.0386170178121283
"12-1-2","0",0.595921608628479,0.374268532359744,0.025789796085842,0.00218362063922672,0.000315220798388527,0.000917458265109361,0.000603763223210541
"8-9-10","1",0.00353472628974107,0.0690648893132169,0.300802501944577,0.193201770918153,0.0456130477230864,0.187038264825968,0.200744798985258
"11","1",0.0208928445649911,0.299257342158847,0.461736475418993,0.105303160086924,0.017545616269138,0.0551852319922362,0.0400793295088712
"12-1-2","1",0.179226055259789,0.64892117338307,0.14531602069965,0.0142635360592033,0.00208838793873278,0.00612126839031091,0.00406355826924376
