"Burst_Month","Position_A","probability","number"
"10","0",0.0416666666666714,24
"12","0",0.0576923076923032,57
"1-2-3-4-5","0",0.0502793296089373,179
"10","1",8.3152871367999e-08,9
"12","1",1.45454545454543,44
"1-2-3-4-5","1",0.558593750000005,256
