"0","1","2","3","4","5","6","7","8","9","10","11","12"
0.0420560747661268,0.0171339563863157,0.00233644859816792,0.0116822429907429,0.0841121495328554,0.375389408099732,0.123831775701024,0.156542056074727,0.108255451713333,0.038940809968719,0.0264797507787978,0.00778816199379428,0.00545171339566519
